record_no,subject,relation,object
706749,_ Fire watcher,saw,fire
706749,sparks,rushed,to deck A and using fire extinguishers along with other people in the vicinity
706749,sparks,extinguished,fire._x000D _
706749,Area,was covered,fire watch
706749,Area,monitored,fire watch
706749,investigation,has shown,negligible
706749,evaluation,will be done,vendor
706753,team,was conducting,operation
706753,IP_x000D,instructed,rigger
706753,IP,attempted,to manually shift the Dredger box and pallet_x000D _ off from the adjacent pallet to sit properly on the deck
706753,finger,was trapped,_
706753,TPM Kikeh,SSGL,Hydrate Remediation
706778,side panel,to fall,partially._x000D
706778,side panel,to fall,partially._x000D
706790,retainer plate,dropped,_ x000D _
706790,retainer plate,stopped,_ x000D _
706793,Telehandler operator,was loading,curtain sider
706793,operator,tilted,boxes
706793,they,began,to tilt right over
706793,operator,tried,to rectify this which in turn caused the pallet to break resulting in the load tilting over and only being held by the banding
706793,5Te FLT,was used,to support top crate so that the banding could be cut and the top undamaged crate loaded onto lorry
706793,crates,were being manoeuvred,to load onto trailer
706793,telehandler op,tilted,much
706793,pallet,burst,much
706805,Dump tipper body,hit,bent
706805,Dump tipper body,caused,bent
706805,Dump truck,hit,scaffold beam ladder
706835,Employee,placed,cleaning chemical
706835,employee,continued,to clean and
706835,employee,began,to experience a burning sensation on their right ankle
706835,employee,was wearing,shop PPE
706835,chemical,leeched,contact
706835,chemical,made,contact
706835,employee,rinsed,area
706835,employee,was instructed,to rinse the area again
706835,employee,was instructed,to contact HSE
706835,employee,would be taken,attention
706835,employee,not to seek,attention
706838,crew,was removing,valve bolts deck._x000D
706838,employees,stopped,the_x000D _ situation
706838,employees,reported,the_x000D _ situation
706838,fact,made,bumper flip disconnect fall
706903,He,was assisting,underoller operator
706903,he,was pushing,umbilical
706903,he,has slipped,umbilical
706903,he,has impacted,set
706903,aider,was called,description pain
706903,aider,assessed,description pain
706903,aider,decided,to call for emergency services
706903,IP,was taken,ambulance
706903,IP,was complaining,to breath
706903,IP,was struggling,to breath
706903,we,knew,what
706903,we,have,concerns
706903,TUL 18.02.2021 IP,lost,footing
706967,bride,deteriorated,generating an enormous oil depository to the ground as the intended retention bag overflowed
706971,fitter crew,was engaged,to remove the 28 ’’ pipe spool saddle support stopper ( cleat- weight ~0.300 Grams )
706971,one,was trying,to keep the cleat aside of the work plotform
707004,Case,description_x000D,_ conditions:_x000D
707004,Harvey Spirit,had transported,number J03
707004,which,included,bar
707004,NSA crane,began,"to take up the slack on the Jumper rigging , one of the rigging bridles wrapped around the CAT tool , which is attached to the Jumper , at the aft end of the Harvey Spirits deck and"
707004,sea,fastened,review inspection
707004,task,was suspended,review inspection
707004,_,Comments:_x000D,_
707004,crane,is required,to take up the slack of the rigging arrangement
707004,this,was taking,place
707034,fitter,performed,grinding work in module shop bay 2
707034,sparks,ignited,joint
707034,sparks,caused,fire
707034,workers,closed,gas valve
707034,workers,put,fire
707034,Gas hose,caught,fire
707061,No.3 ESDG room,became,pressure condition
707061,doors,were closed,pressure condition
707061,workers,removed,hinges
707061,workers,put,it
707063,Project- SHI,Yard-,21 Miss Dropped Object
707073,men,potensielt,Ingen personskade oppsto stor fare
707104,Storekeeper,was performing,job
707104,welding tack,are found,to be rusty and deteriorate
707104,We,will investigate,issue
707104,_ Storekeeper,stopped,job Supervisor HSE Personnel Maintenance
707111,actions IP,was conducting,workscopes _ x000D _ findings:_x000D _
707111,eye,started,to become sore
707111,he,visited,Medic
707111,he,was prescribed,saline solution
707111,IP,was reviewed,medic
707111,IP,reported,saline solution Topside
707111,Medic,contacted,Topside
707111,IP,should visit,hospital
707111,IP,departed,vessel
707111,it,was removed,being prescribed and a recommendation for a clinical review in 5 days ’ time to ascertain if the remaining fragment had dislodged itself or would subsequently require removal._x000D
707111,fragment,had dislodged,itself
707111,fragment,would require,removal._x000D
707111,IP,did not return,_
707111,actions,went,_
707111,employer,organized,review._x000D
707111,actions,taken:_x000D,_
707111,IP,returned,to attend his local clinic on the 26th clinic
707111,IP,is scheduled,to attend his local clinic on the 26th
707111,IP,visited,clinic
707112,stevedores,were lowering,crate
707112,crane,swung,crate
707112,TFMC team,is investigating,practices
707112,that,were used,GNIC to facilitate the load out of the RLST onto the vessel
707112,injuries,were sustained,personnel
707113,IP,was installing,straps
707113,IP,was walking,to fasten down another ratchet strap
707113,foot,contacted,deck
707113,IP,heard,cracking
707113,IP,proceeded,_
707113,IP,was evaluated,OTC medication
707113,IP,given,OTC medication
707115,employee,was turning,to walk and tripped over the welding box he had brought into the work area
707115,IP,stopped,fall
707115,He,picked,himself
707115,He,continued,to work
707115,he,did n’t feel,pain discomfort
707115,he,brought,it
707118,technician,had fed,strap
707118,technician,completed,banding down the tool he attempted to walk out away from the tool
707118,he,attempted,to walk out away from the tool
707118,technician,started,to step the technicians heel
707118,technician,caught,forklift opening
707118,technician,felt,pop
707132,QMW,reported,case
707132,QMW staff,performed,inspection
707132,QMW staff,made,decision
707189,Employee,was entering,S01
707189,Employee,reported,injuries
707212,forklift,lifted,pallet tool inches
707212,pallet,broke,pallet tool inches
707212,technicians,set,pallet tool
707213,crew,heard,sound
707213,crew,stop,machine
707213,operator,stopped,job Supervisor HSE Personnel Maintenance
707214,employee,was grinding,mill scale
707214,grinder,kicked,ring finger
707214,IP,was wearing,hand protection _
707216,umbilical,was cut,side
707216,This,cause,laps
707217,who,operate,underroller pendant
707225,barrier,got,_
707225,operator,was moving,crane
707225,operation,took,presence
707225,barrier sensor,did not detect,presence
707225,barrier,reported,damage
707231,TIG welder,noticed,smoke
707312,ROV,was deployed,operations
707312,ROV,lay,operations
707312,timeline,has been entered,checks
707312,actions,taken:_x000D,_
707312,Client,has reported,it
707312,investigation,was conducted,HSE personnel
707312,root cause,was found,to be a loose fitting on a 50 mm stainless steel pipe that supplied the Tele Leg platform
707312,that,supplied,Leg platform
707312,that,effect,system performance
707312,Case Approvers_x000D Case,Approver_x000D,_ _ x000D _
707312,LARS,has,inspection
707312,LARS,does not have,check
707315,PLS A&R,was raising,rigging _ x000D _ x000D _ _
707315,door,to jump,distance
707315,_ Immediate Actions,taken:_x000D,_
707315,work area,made,_
707315,damage,was assessed,CPE PLS Technicians
707315,repair,has been carried,personnel
707315,repair,assigning,personnel
707315,we,have,personnel
707315,inspection,had been completed,deployment
707315,damage,will be assessed,CPE
707315,who,will update,case
707330,it,needed,to freeze to pass in a soft break
707330,driver,perceived,movement
707330,driver,stopped,road
707330,it,needed,to freeze to pass in a soft break
707330,driver,perceived,movement
707330,driver,stopped,road
707330,it,needed,to freeze to pass in a soft break
707330,driver,perceived,movement
707330,driver,stopped,road
707330,it,needed,to freeze to pass in a soft break
707330,driver,perceived,movement
707330,driver,stopped,road
707343,Process,was being controlled,program
707343,Operator,was carrying,process
707359,technicians,removed,electrolyte
707359,solution,contacted,hand
707359,solution,contacted,hand
707372,consignment J1255093,was picked,contractor
707372,consignment J1255093,delivered,contractor
707377,actions,were carrying,task _ x000D _ x000D _ findings:_x000D _ x000D _
707377,problems,were experienced,Halliburton
707377,problems,treated,water
707377,this,may damage,pipe
707377,Riser,flushing,operations
707377,therefore Riser flushing operations,are conducted,to flush all existing seawater from the riser
707377,%,is conducted,to deliver confidence that seawater has been displaced and is accounted for in the quantities applied for in the permit process
707377,release,was not anticipated,pressure differential
707377,release,was caused,pressure differential
707377,1m3,were found,to have been discharged
707377,discharges,contained,litres
707377,actions,taken:_x000D,_
707377,Halliburton investigation report,will detail,information
707377,Halliburton investigation report,approved,TFMC
707378,surge movement,was caused,vessel
707378,This,was reported,AB._x000D _ _
707378,Initial Action,Taken,_ x000D _
707378,Bridge team,started,thrusters
707378,AB,tied,line knot
707378,He,sent,it
707378,shoreside AB,could hook,vessel x000D
707378,shoreside AB,update,26/02/2021 x000D _
707378,vessel,had requsted,not to use fenders
707378,activity,is noted,quay
707391,IP,felt,stiffness
707391,IP,spent,remainder
707391,IP,informed,manager
707391,they,agreed,manager
707391,IP,contacted,GP
707391,IP,is looking,to arrange an appointment with a physiotherapist through the company benefits scheme
707397,crane hook,struck,door
707397,that,did not exceed,cell
707399,it,needed,to freeze to pass in a soft break
707399,driver,perceived,movement
707399,driver,stopped,road
707399,it,needed,to freeze to pass in a soft break
707399,driver,perceived,movement
707399,driver,stopped,road
707399,it,needed,to freeze to pass in a soft break
707399,driver,perceived,movement
707399,driver,stopped,road
707399,it,needed,to freeze to pass in a soft break
707399,driver,perceived,movement
707399,driver,stopped,road
707401,Pressure Test,was conducted,tool coordinator
707414,collaborator,was dismantling,seat
707414,ENERGY,DO,BRASIL LTDA
707420,he,received,Aid
707432,technicians,had,drops bag tools
707432,technician,took,rag x000D _ x000D
707432,fitting,dropped,rag x000D _ x000D
707432,search,has not found,item
707432,stop,was called,sweep
707432,personnel,started,sweep
707432,this,equates,major calculator._x000D x000D _
707432,TOFS,has been conducted,Chief Pipelay Engineer
707435,Operator,was holding,side
707435,_ Operator,took,to get enough space to be able to work under the connector._x000D
707435,LLP,can be disassembeled,days
707435,operation,would take,days
707435,they,were dismounting,it
707435,Operator,was holding,ring
707435,it,was performed,TBT
707435,they,discussed,review
707435,personnel,had,knowledge experience
707444,Liferaft,was loaded,shore crane
707444,Liferaft,was secured,ratchet belts
707444,tagline,was fitted,shore crane
707444,tagline,was attached,_
707444,tagline,was pulled,_
707444,actions,fell,_
707444,actions,taken:_x000D,_
707453,part,tipped,foot
707453,part,hit,foot
707453,contusion,has caused,bruise
707453,who,provided,leave
707455,complaint,was made,resident
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707459,HSE,was notified,- route
707459,fire,was extinguished,- route
707459,remains,had,time
707459,these,were collected,- route
707459,waste,was seen,to be in the bin
707514,Operations,was stood,personnel spill
707514,Operations,testing,personnel
707514,Operations,clean,spill
707567,Vessel,had completed,work scope
707567,equipment,had been offloaded,team project
707567,Welding team,were being observed,TechnipFMC support Engineers
707567,vessel,would depart,to anchorage
707567,remainder,would be completed,rigger welders
707567,These,ranged,_
707567,OCM Captain Chief Engineer,were made,deck inspection
707567,OCM Captain Chief Engineer,conducted,deck inspection
707567,team,commenced,works
707567,one,had,hole
707567,that,penetrated,plate
707567,which,obscures,visibility
707627,who,did,housekeeping
707627,he,was doing,housekeeping
707646,SARENS operator,took,part
707646,SARENS operator,felt,pain
707659,chain,touched,riser portion
707659,chain,causes,damage
707673,I,noticed,port
707673,This,could have created,spill
707673,I,noticed,port
707673,This,could have created,spill
707673,I,noticed,port
707673,This,could have created,spill
707745,yard,were conducting,lock installation
707745,welder,accessed,worksite scaffolding
707745,task,was completed,worksite scaffolding vessel bridge
707745,shipyard Safety Officer,contacted,vessel bridge
707745,vessel HSEA,to attend,location._x000D _
707745,box,had caught,fire
707745,box,had been extinguished,fire watcher_x000D
707745,This areas,were reviewed,vessel ABs
707745,actions,taken:_x000D,_
707745,TFMC PM,communicated,shipyard PMT vessel HSE _ watcher positions
707745,site inspections,will be conducted,shipyard PMT vessel HSE
707745,this,can resume._x000D,_
707745,_,Comments:_x000D,_ watcher positions
707745,fire blankets Foam fire extinguishers,utilised,"1 x TFMC , 1 x DAMEN_x000D _ Equipment in the box inspected the following morning by ECR"
707745,TFMC Equipment,inspected,ECR
707745,damage,identified,type
707745,yard,were conducting,lock installation
707745,welder,accessed,worksite scaffolding
707745,task,was completed,worksite scaffolding vessel bridge
707745,shipyard Safety Officer,contacted,vessel bridge
707745,vessel HSEA,to attend,location._x000D _
707745,box,had caught,fire
707745,box,had been extinguished,fire watcher_x000D
707745,This areas,were reviewed,vessel ABs
707745,actions,taken:_x000D,_
707745,TFMC PM,communicated,shipyard PMT vessel HSE _ watcher positions
707745,site inspections,will be conducted,shipyard PMT vessel HSE
707745,this,can resume._x000D,_
707745,_,Comments:_x000D,_ watcher positions
707745,fire blankets Foam fire extinguishers,utilised,"1 x TFMC , 1 x DAMEN_x000D _ Equipment in the box inspected the following morning by ECR"
707745,TFMC Equipment,inspected,ECR
707745,damage,identified,type
707747,excavator,was being used,to assist with PIP changeover
707747,operator,was asked,to front end the stalk into the shop
707747,operator,had,to move clear of the 90Te Liebherr 's
707747,he,exited,racks
707747,Volvo driver,tried,to move into position by driving through racks 86 & 87
707747,he,misjudged,gap
707747,contact,rendered,roller unserviceable
707747,operator,were,unassisted
707747,operator,was manoeuvring,unassisted
707772,one,was hurt,cleaner
707772,door,was cleared,cleaner
707787,equipment,was switched,oil oil
707787,maintenance staff,cleaned,oil
707787,equipment,collected,oil
707788,miss Worker,slipped,gap
707788,miss Worker,cover,gap
707791,ambulance driver,was trying,to turn his vehicle to another side of the driveway
707791,he,hit,plant vase
707791,This,caused,scratch
707791,vase,broke,scratch
707791,Vehicle,hit,incident
707800,One,started,experiencing lower back pain
707800,He,had,to consult a medical professional to treat his pain
707801,One,operated,hand sanitizer
707801,This,caused,irritation
707801,He,was given,aid
707869,Employees,were using,porta power
707869,They,had welded,clip
707869,They,were using,porta power
707884,operator,had completed,task
707884,operator,had n’t taken,crane hook
707884,operator,was going,to lower the crane hook to lift an XT cap from the FSM lifter
707884,Operator,manoeuvred,crane south
707884,Operator,tried,to manoeuvre the crane north ( towards the low bay )
707884,crane hook,hit,light system
707891,crew,notice,sound
707891,crew,stop,machine
707891,_ Operator,informed,supervisor HSE personnel maintenance
707893,NDT,employees(1,coordinator sublet employees
707893,it,was stopped,scaffolding platform
707893,employees,left,scaffolding platform
707937,IP,was picked,workers
707937,Doctor,decided,to transfer the IP to Glocal Hospital for further examination as IP was not responding though vital signs were ok._x000D
707937,IP,accompanied,IP
707937,IP,kept,monitoring
707937,escort vehicle IP,regained,consciousness
707937,examination,Administered,pain killers x000D _
707937,IP,returned,duty
707937,IP,joined,duty
707937,HSE Leads,have met,action
707937,HSE Leads,interviewed,IP
707937,team,advised,to keep cable trench openings always barricaded and remove progressively only when cover slab installation is in progress._x000D
707937,077625C005 HURL Ammonia Urea Fertilizer,3C,Onshore Services
707992,IP,was cleaning,lock
707992,IP,was wearing,gloves
707992,IP,lifted,tool
707992,it,slipped,tool
707992,IP,noticed,swelling discolouration numbness
708043,team,was doing,housekeeping
708043,two,were engaged,housekeeping
708043,One,injured,hand finger tip
708051,Deep blue,is installing,inch riser
708051,supervisor,lined,crane
708051,supervisor,told,crane operator
708051,fall block frame,cleared,sea
708051,it,took,twist scratcher
708051,supervisor,landed,fall block frame
708051,supervisor,reported,occurrence
708051,actions,were,_
708051,actions,taken:_x000D,_
708051,supervisor,did not set,crane
708051,lift,would take,load
708070,which,caught,fire
708070,workers,noticed,it
708070,workers,extinguished,fire
708070,fire,was extinguished,removing all flammable waste
708070,housekeeping,was done,removing all flammable waste
708070,findings:_x000D _ Supervisor Welder helper,failed,to check and remove flammable materials as part of hot works preparations._x000D
708070,fire watcher,was provided,to check and remove flammable materials as part of hot works preparations._x000D gas cutter helper Supervisor
708070,_ Fire blanket,was used,to check and remove flammable materials as part of hot works preparations._x000D gas cutter helper Supervisor
708070,containment,was not ensured,gas cutter helper Supervisor
708070,which,caught,fire dt
708070,Feb workers,noticed,it
708070,Feb workers,extinguished,fire
708070,077625C005 HURL Ammonia Urea Fertilizer,3C,Onshore Services
708076,Deep blue,is installing,inch riser _ x000D _ x000D _ x000D _ findings:_x000D _
708076,Control room,was notified,operators
708076,emergency E Stop,was activated,operators
708076,personnel,used,SOPEP pads
708076,tensioner pads,were inspected,to ensure there was no residue oil left on the pipe
708076,it,was,_
708076,it,was contained,_
708076,OCM Captain Client Rep,have been notified,_
708076,client,was notified,_ Update
708076,motor,was fed,vessel
708076,tank,holds,litres
708076,tank,feeds,areas
708077,basket,hit,jib arm
708077,lift basket,hit,jib arms
708102,Case,description_x000D,_ conditions:_x000D
708102,sea,was assessed,kts
708102,Operated Vehicle,was working,water depth x000D _ _
708102,amount,were observed,rising from the connection fitting of a Hydraulic Torque tool
708102,examination,took,place
708102,ROV team,reacted,potential
708102,ROV team,eliminated,potential
708102,Inspection,identified,fitting
708196,Case,description_x000D,_ conditions:_x000D
708196,oil leak,was observed,coming from an ROV Stab receptacle where a nylon dummy Stab had been fitted
708196,oil,was observed,passing from Pressure Relief Valve ( PRV ) of the same system
708196,level indicator,was reading,%
708196,it,is designed,to do
708196,ROV,was disengaged,mitigation
708196,ROV,recovered,mitigation
708196,ROV,to identify,mitigation
708196,conditions,should occur,mitigation
708196,oil reservoir,was refilled,to collect any fugitive oil which may pass through SPHU non - return valves or any ingress sea water
708196,bladder,was added,to collect any fugitive oil which may pass through SPHU non - return valves or any ingress sea water
708198,truck,appeared,to be coming into his lane from right lane
708198,driver,to strike,pillar
708198,driver,damaging,corners
708199,production engineer,was performing,inspection
708199,worker,held,pallet truck
708199,Pallet truck,lifted,worker
708200,nut,fell,installation work
708282,they,found,one
708282,they,completed,works
708282,Safety Officer,stated,works
708282,subcontractors team,left,site._x000D _
708282,this,was not noticed,anyone._x000D _
708282,item)_x000D _,Was supposed,to be used by subcontractor for hoist to install the Prilling tower lift
708282,077625C005 HURL Ammonia Urea Fertilizer,3C,Onshore Services
708325,Deep blue,is installing,inch riser
708325,they,had,control
708325,They,were given,conformation
708325,they,could strip,lines
708325,Halliburton,did not have,issue
708325,It,was observed,Halliburton
708325,this,was reported,Halliburton
708325,Halliburton,stripping,equipment
708325,they,had,permission
708325,vessel bilge alarms,were sounded,to remove the water from the space
708325,bilge pumps,were used,to remove the water from the space
708325,discharge,was noted,to have started at 1030 –
708346,spool,was lifted,to deck a yellow / Orange sludge
708346,egg,was seen,coming from the spool
708346,egg,ends,coming from the spool
708346,egg,was noted,coming from the spool
708346,stop,was called,using plastic bags
708346,ends,were covered,using plastic bags
708346,test,was made,_
708346,readings,were recorded:_x000D,_
708346,detector alarms,quarantined_x000D,_ gas testing 21:04 overboarding spool x000D _ x000D
708359,Operator,received,eye injury
708359,painter,was wiping,surface
708359,which,dripped,bead
708359,operator,was wearing,safety glasses
708359,operator,felt,sensation
708359,he,rinsed,eye
708359,who,administered,solution eye wash
708359,First aider,advised,operator
708359,Operator,was approached,supervisor
708359,Operator,notified,him
708359,he,was seen,to quickly
708359,Operator,was administered,2litres
708359,he,was given,orange dye
708359,Operator,was given,clear
708359,Operator,subscribed,drops
708359,Operator,returned,_
708376,vehicle,accessed,area
708376,Field Engineer,determined,stack
708376,this,contains,that
708376,vehicle,accessed,area
708382,Technician,reported,eye irritation
708382,he,was removing,preservation film
708382,Technician,washed,face
708382,"5,2021 technician",reported,eye irritation
708382,"5,2021 technician",wanted,to get it checked out
708390,Green tag,dated,_
708390,erection,scaffolding,site inspection
708390,inside,was carried,site inspection
708390,Scaffolding,is used,_
708390,board,uses,meter asiba board
708390,it,is connected,_
708390,information,got,_
708392,reactor Fitter,resumed,work
708392,Syafrudin,changed,knife
708392,Syafrudin,saw,fire _
708392,Syafrudin,shouted,Api
708392,shout Fitter,entered,cubical
708392,he,took,APAR
708392,that,was standing,to extinguish the fire using an APAR._x000D _
708392,that,tried,to extinguish the fire using an APAR._x000D _
708392,Syafrudin,tried,to extinguish the fire by tapping the fire source using the leather gloves he used._x000D _
708392,he,used._x000D,_
708392,fire,has not been extinguished,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,fire,helped,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,Syafrudin M. Yusuf,tried,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket
708392,Syafrudin M. Yusuf,were trampled,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket smoke HSE MEC
708392,Syafrudin M. Yusuf,saw,smoke
708392,Syafrudin M. Yusuf,contacted,HSE MEC
708392,B5 Lifting Spv,saw,smoke BPPI CDP Spv _
708392,Anggara,contacted,BPPI CDP Emergency commander
708392,Anggara,contacted,Operation
708392,Anggara,sees,smoke
708392,Anggara,instructs,GTA
708392,SPV,instructed,MEC personnel _
708392,Suhandi,brought,APAR
708392,fire,started,to get
708392,operation person,came,_
708392,operation person,arrived,_
708392,blackout,is continued,using water by spraying it from the floor above_x000D _
708392,operation team,instructed,MEC team
708392,reactor Fitter,resumed,work
708392,Syafrudin,changed,knife
708392,Syafrudin,saw,fire _
708392,Syafrudin,shouted,Api
708392,shout Fitter,entered,cubical
708392,he,took,APAR
708392,that,was standing,to extinguish the fire using an APAR._x000D _
708392,that,tried,to extinguish the fire using an APAR._x000D _
708392,Syafrudin,tried,to extinguish the fire by tapping the fire source using the leather gloves he used._x000D _
708392,he,used._x000D,_
708392,fire,has not been extinguished,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,fire,helped,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,Syafrudin M. Yusuf,tried,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket
708392,Syafrudin M. Yusuf,were trampled,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket smoke HSE MEC
708392,Syafrudin M. Yusuf,saw,smoke
708392,Syafrudin M. Yusuf,contacted,HSE MEC
708392,B5 Lifting Spv,saw,smoke BPPI CDP Spv _
708392,Anggara,contacted,BPPI CDP Emergency commander
708392,Anggara,contacted,Operation
708392,Anggara,sees,smoke
708392,Anggara,instructs,GTA
708392,SPV,instructed,MEC personnel _
708392,Suhandi,brought,APAR
708392,fire,started,to get
708392,operation person,came,_
708392,operation person,arrived,_
708392,blackout,is continued,using water by spraying it from the floor above_x000D _
708392,operation team,instructed,MEC team
708392,reactor Fitter,resumed,work
708392,Syafrudin,changed,knife
708392,Syafrudin,saw,fire _
708392,Syafrudin,shouted,Api
708392,shout Fitter,entered,cubical
708392,he,took,APAR
708392,that,was standing,to extinguish the fire using an APAR._x000D _
708392,that,tried,to extinguish the fire using an APAR._x000D _
708392,Syafrudin,tried,to extinguish the fire by tapping the fire source using the leather gloves he used._x000D _
708392,he,used._x000D,_
708392,fire,has not been extinguished,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,fire,helped,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,Syafrudin M. Yusuf,tried,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket
708392,Syafrudin M. Yusuf,were trampled,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket smoke HSE MEC
708392,Syafrudin M. Yusuf,saw,smoke
708392,Syafrudin M. Yusuf,contacted,HSE MEC
708392,B5 Lifting Spv,saw,smoke BPPI CDP Spv _
708392,Anggara,contacted,BPPI CDP Emergency commander
708392,Anggara,contacted,Operation
708392,Anggara,sees,smoke
708392,Anggara,instructs,GTA
708392,SPV,instructed,MEC personnel _
708392,Suhandi,brought,APAR
708392,fire,started,to get
708392,operation person,came,_
708392,operation person,arrived,_
708392,blackout,is continued,using water by spraying it from the floor above_x000D _
708392,operation team,instructed,MEC team
708392,reactor Fitter,resumed,work
708392,Syafrudin,changed,knife
708392,Syafrudin,saw,fire _
708392,Syafrudin,shouted,Api
708392,shout Fitter,entered,cubical
708392,he,took,APAR
708392,that,was standing,to extinguish the fire using an APAR._x000D _
708392,that,tried,to extinguish the fire using an APAR._x000D _
708392,Syafrudin,tried,to extinguish the fire by tapping the fire source using the leather gloves he used._x000D _
708392,he,used._x000D,_
708392,fire,has not been extinguished,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,fire,helped,remove the burning cubical to prevent the fire from spreading to the permanent facility._x000D _ - Syafrudin instructed fitter 2 to find additional fire extinguishers to extinguish the fire._x000D _
708392,Syafrudin M. Yusuf,tried,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket
708392,Syafrudin M. Yusuf,were trampled,to extinguish the fire at 2 hotspots ( burning cubical ) using a fire blanket smoke HSE MEC
708392,Syafrudin M. Yusuf,saw,smoke
708392,Syafrudin M. Yusuf,contacted,HSE MEC
708392,B5 Lifting Spv,saw,smoke BPPI CDP Spv _
708392,Anggara,contacted,BPPI CDP Emergency commander
708392,Anggara,contacted,Operation
708392,Anggara,sees,smoke
708392,Anggara,instructs,GTA
708392,SPV,instructed,MEC personnel _
708392,Suhandi,brought,APAR
708392,fire,started,to get
708392,operation person,came,_
708392,operation person,arrived,_
708392,blackout,is continued,using water by spraying it from the floor above_x000D _
708392,operation team,instructed,MEC team
708393,MEC forklifts,use,grip tires._x000D _
708393,forklift,is used,to lift the ex - material mat plate for BE905 equipment_x000D _
708434,shift supervisor asset operators,conducted,field check
708434,They,found,metal scaffold plank
708434,They,found,scaffold planks
708455,Barge supervisor,was carrying,task
708455,supervisor,left,area
708455,supervisor,forgot,to secure the platform back in its stowed position
708455,starboard reel,was rotated,platform
708455,starboard reel,contacted,platform
708465,Crane tech,had requested,Crane operator rigger
708465,crane,was slewed,inboard
708465,banksman,had lined,boom
708465,hose,failed,resulting in a release of hydraulic oil on the workstation deck below
708465,crane operator,pressed,emergency stop
708465,which,stopped,flow
708465,boom,Following,utilising the emergency lowering function
708465,boom,was lowered,utilising the emergency lowering function
708465,_ Cleaning,continued,following the laydown on the boom
708483,entrant,did n’t take,gas detector
708495,lead,failed,hole
708495,lead,blew,hole
708495,equipment,replaced,_
708495,equipment,inspected,_
708495,equipment,tagged_x000D,_
708495,Miss Pyxis Civmec 23/02/2021 Subcontractor,blown,240v
708496,Injured Person,was conducting,coating activities
708496,line,striking,top
708496,IP,sought,attention
708623,DSV,received,e - mail
708623,TFMC,could operate,bolts
708623,He,misread,e - mail
708623,TFMC,should retract,LDB ’s
708623,’s,are retracted,answer
708623,’s,got,answer
708623,we,got go,LDB ’s
708623,it,was advised,copno
708623,we,installed,LDB
708623,packoff,was exposed,operations
708667,Technician,was carrying,hose replacement
708667,he,felt,pain
708667,he,was not lifting,anything
708667,he,carrying,anything
708667,IP,decided,to rest up during his off shift time
708667,he,visited,medic informed
708709,worker,was preparing,to perform hot work in the 134 - V-100_x000D _ equipment base area
708709,He,lighted,torch
708709,He,made,adjustment
708709,oxygen gas,got burst,torch adjustment
708709,_,took,response
708709,Gas hose,caught,fire
708790,employee,loose,body control
708790,he,was leaving,office
708790,paviment,had,traces
708795,crew,was dismantling,door
708795,which,caused,cut injury
708828,TSP,was closing,tooling drawer
708828,TSP,pinched,finger
708828,cut,left,finger
708828,TSP,reported,injury
708828,TSP,was advised,to see the medic onboard
708828,Medic,evaluated,IP
708828,Medic,provided,ibuprofen
708828,Medic,advised,to return to work
708831,Shell Tellus,was seen,coming from the coupler / nipple attached to a hydraulic bolt tensioning unit on nut 14._x000D
708831,operation,was stopped,"using the already attached dedicated hydraulic bolt tensioning units ,"
708831,16,were tensioned,"using the already attached dedicated hydraulic bolt tensioning units ,"
