id,label,type
node:e49af0fd-37dd-4761-b618-3bb7ef67acc4,HYDROMAR,ORGANIZATION
node:65e08e7c-77b3-4ed6-8c37-32df7873072d,"LAS PALMAS, GRAN CANARIA",LOCATION
node:723f09e4-2639-464e-b91b-cced3765e50c,2022-01-16,DATE
node:69465ebf-e856-4eb7-a79c-be3947221fd3,INCIDENT 729463 - EI - ROTTERDAM SITE DEVELOPMENT,INCIDENT_TYPE
node:53defe10-5a15-49cd-adc5-0fbd79ee28e5,16/09/2021,DATE
node:0fee8a27-6b25-42d3-a1eb-7203da337c4a,UNIT 40,LOCATION
node:5df784ce-2375-45e9-8d84-efa18c840c51,UNIT 20,LOCATION
node:1c2d1dec-94d2-4d00-b53c-614fbad775c4,WORKPERMIT 18204,META_FACTS
node:91a3bb62-8137-4bd9-a137-49f836ae32da,SINGAPORE STRAAT AND RENEWABLE FUELS WEG,LOCATION
node:32d80527-bb1d-4c7e-b473-0b8bec60561c,GRANULATE MATERIAL,EQUIPMENT
node:7c4f672e-b324-4790-a212-199770873445,NO NEGATIVE CONSEQUENCES FOR PEOPLE OR ENVIRONMENT,META_FACTS
node:881bdb56-bb25-4ee5-8e9d-d62b45363417,080871C004 - RENEWABLE JET FUEL (RJF) PROJECT AND WASTE WATER TREATMENT (WWT) PROJECT,META_FACTS
node:a20d98c7-4607-4c13-99cb-10e5151081c5,NEAR MISS 13252 - ITC DROPPED ON PALLET,INCIDENT_TYPE
node:a26af62c-8ffa-45ad-b594-65636146d1d9,HALL G LIFT,EQUIPMENT
node:36d56dd0-2d7a-4752-a37e-f2ff400c6c96,VARI GANG MED? LIGGE FERDIG MONTERT ITC NED P? PALLE,ORGANIZATION
node:29f48c70-4de2-45f8-a6d1-347ca50442c4,INJURY/ILLNESS - ITC DROPPED ON PALLET,INCIDENT_TYPE
node:216a4e6c-de81-412d-ae52-8fff623a04c0,ITC,EQUIPMENT
node:2f27c7f3-43ae-43a5-8ef0-f76695c96049,ACCIDENT 625989 - FIRST AID CASE_075352C001_IOCL DHDT SITE_HALDIA_14.02.19_MINOR CUT INJURY TO RIGHT HAND PALM,INCIDENT_TYPE
node:dba94212-ebf3-44d4-8143-8050db46b79a,CIVIL & STRUCTURAL,TASK
node:1fc123d1-787b-455d-91db-5d1d1a5b1947,NEAR MISS 25764 - NON-TFMC OWNED - INTERMOOR (SUPPLIER) INCIDENT,INCIDENT_TYPE
node:37e8786b-3303-461f-9ea0-9c4c07d592a9,WATER AND GAS PILE #03W,EQUIPMENT
node:29a11898-347b-4479-b88b-2f5f577e8cea,NEAR MISS 556009 - NEAR MISS ON POSH SKUA DURING CARGO OPERATION,INCIDENT_TYPE
node:f856fab4-aa7a-465c-90cf-adc53c94180b,12 MILES,VISIBILITY
node:3c274761-1e1f-4444-ac2b-3730b5c7b423,°,SWELL DIRECTION
node:ccfee945-1243-4081-a2e4-eabbef77a640,M,MAXIMUM SWELL HEIGHT
node:673894e8-acc7-4f77-8ab5-50238b771d12,NEAR MISS - KAOMBO - 12/10/17 - BUOYANCY INSECURE ON BUOYANCY RACK ON POSH SKUA DURING CARGO OPERATION,INCIDENT_TYPE
node:9a4516e2-86df-4b99-a1ec-86d650a455cf,12/10/17,DATE
node:423072e2-ca06-4a0f-bff9-946b85e63324,BUOYANCY RACK,EQUIPMENT
node:b45db03b-1e9c-4166-a1b9-6dd6f291f2cb,BUOYANCY INSECURE,INCIDENT_TYPE
node:0c9c529c-cf5b-4289-b821-8c8f0b69bc2e,ACCIDENT 14678 - OFF-ROAD VEHICLE ACCIDENT - TRUCK STRUCK BY TELEHANDLER WITH OBSTRUCTED VIEW,INCIDENT_TYPE
node:12afb9c2-bdfe-4002-8136-8d6cb5d33cfd,TRUCK 1,EQUIPMENT
node:4ac21a2c-9902-4414-989e-05c78cacbc73,TRUCK 2,EQUIPMENT
node:7e33318b-437c-46c0-a07a-53b934c49171,ACCIDENT 15581 - OPERATOR GAZED HEAD,INCIDENT_TYPE
node:cd27734e-ff04-4631-9e63-7b8d3bc70d8d,INCIDENT 709594 - NEAR MISS SURF SHORE BASE MWCC- 09 MARCH 2021,INCIDENT_TYPE
node:53da33fa-f1d9-4594-bd83-762608522f67,HYDRAULIC PRESSURE ISSUE,TASK
node:b5694ef8-a893-40d8-a359-1a9fe93af80e,HYDRAULIC FUNCTION TESTING EQUIPMENT,EQUIPMENT
node:1b4ab40b-b0ec-4009-9d52-0ac3ecd896d0,HYDRAULIC LOCKING PIN,EQUIPMENT
node:13df8d94-8700-4425-b42a-52baa969af4d,SME,ORGANIZATION
node:749eedf6-d949-4916-aa67-d3a20dfa9c3e,ACCIDENT 596554 - FAC- PANIER 6 - HAND INJURED BY CORD,INCIDENT_TYPE
node:66d27fc1-2105-4e22-956e-519945e44b6d,INJURY - HAND,INJURY_TYPE
node:835c391c-85fc-4768-8ff4-d4fe10f51d7e,ACCIDENT 607898 - CUT INDEX FINGER,INCIDENT_TYPE
node:433905c3-bd58-44eb-b533-23a0ee631401,INCIDENT 674917 - FAC - COMPUTER WORK RIGHT HAND TENDINITIS,INCIDENT_TYPE
node:ba1ef59d-4f6f-4fc3-a51e-56e3f9772db7,ACCIDENT 512681 - NEAR MISS-033968C001-MOHO NORD- FAR SLEIPNER,INCIDENT_TYPE
node:fe084990-1fe5-4250-89f4-7f1dfb568261,17 OCT 2016,DATE
node:a814b788-d966-43c3-825c-45f5357909e3,ACCIDENT 5121681 - NEAR MISS-033968C001-MOHO NORD- FAR SLEIPNER,
node:3826a554-eef5-4779-9b32-6ec7f108460e,UMBILICAL INSTALLATION FRAME,EQUIPMENT
node:b04b78ce-fae5-4e31-a5c0-a3496b7037d2,CRF - 61298D - CRF-LVC-278,OPERATING_CENTER
node:b5ce0566-34da-414c-8620-739755f336ae,NEAR MISS - 033968C001 - BUOYANCY MODULE SURFACED AFTER SLING PARTED,INCIDENT_TYPE
node:0cc144a4-3c15-4eef-9bf7-3523e8fc5649,INCIDENT 655950 - HIT RIGHT SIDE OF NOSE/EYE WITH WRENCH,INCIDENT_TYPE
node:3578442a-b17a-4d65-969b-e218d3a0eb42,MISSING WORKPLACE: WORKPLACE - YARDS/BASES AND LOCATION: UNITED STATES - BLAIRSVILLE,LOCATION
node:62fd5b3b-7b48-4ecb-9cb1-988f37da408f,INCIDENT 65984 - DROPPED OBJECT INCIDENT - SHELL PERDIDO - GREMP CAMPUS S05 TREE STORAGE - 11/18/2019,INCIDENT_TYPE
node:c34423e6-f2b6-4e5c-9022-13ff9c7692f1,DUMMY WELLHEAD ASSY.,EQUIPMENT
node:b1af497a-1abe-451a-a531-a9328e5b90fb,ACCIDENT 7303 - 577999 - SHOULDER PAIN,INCIDENT_TYPE
node:ee4f3eb6-0d3b-4d1e-a706-94dbeecc92db,HERMAN GAMBLE,ORGANIZATION
node:5173b9bf-5abd-4043-acab-524568484f4e,3 LBS SLEDGE HAMMER,EQUIPMENT
node:db90a01f-046e-4f4a-99f0-5bf3acd1445b,ACCIDENT 524554 - NWR - 033968C001 - MOHO NORD - G1200 - 01 FEB 2017 - INDIVIDUAL WITH ABDOMINAL DISCOMFORT,INCIDENT_TYPE
node:c51f4b26-9550-4f82-903c-d849199b87ac,ACCIDENT 524555 - NWR - 033968C001 - MOHO NORD - G1200 - 01 FEB 2017 - INDIVIDUAL WITH ABDOMINAL DISCOMFORT,
node:3c1b1119-0830-4035-9ca0-6c8036c7f0a8,NEAR MISS 611491 - UNLOCKED TEST HUB PUSHED OUT 2 INCHES WITH SHOP AIR,INCIDENT_TYPE
node:273f22ee-acac-4d6d-b678-7d3404d56bd7,NORTH GAS PIT,LOCATION
node:109762e1-8554-4221-9cf5-2bb1264ede96,UNLOCKED TEST HUB PUSHED OUT WITH SHOP AIR,INCIDENT_TYPE
node:61019ba2-9bf1-4da0-bbb9-32798d9c435b,"NEAR MISS 12936 - NEAR MISS SURF SHOREBASE MWCC SURF SHOREBASE YARD, MOBILE,AL",INCIDENT_TYPE
node:394c6078-979e-4d39-9cb5-631ce2cc3319,1-INCH VALVE,EQUIPMENT
node:ec68e878-3ed9-4414-9787-94ff175289a1,"MWCC SHOREBASE, THEODORE, USA, NORTH AMERICA, TECHNIPFMC",LOCATION
node:6378564b-9066-4282-abeb-585624362847,CORE INDUSTRIES INC.,ORGANIZATION
node:ae0fa792-e02a-4399-8eb6-04b715e36347,INCIDENT 719429 - LTI (RE-CLASSIFIED FROM RWC) – MIDOR REFINERY EXPANSION PROJECT – EGYPT – ALEXANDRIA –10-06-2021,INCIDENT_TYPE
node:15136f74-3b5e-4a6a-890f-47ae04504e66,PTJ GRINDER,EMPLOYEE
node:40a916ea-b785-4dd6-96f2-cd417e6ddd92,INCIDENT 719429 - LTI (RE-CLASSIFIED FROM RWC) – MIDDLE EAST OIL REFINERY - MIDOR,
node:c9843059-8bae-4035-9ad4-e95900b30ca7,INCIDENT 664907 - NM-WORK RELATED DOOR SENSOR METAL PLATE DROP,INCIDENT_TYPE
node:2f5f4b85-3526-4fa6-85f6-12ea1b799cca,INCIDENT 727337 - DAMAGE INCIDENT - 02.09.2021 - DEEP ORIENT - PYXIX - VLS GUTTER COMES IN CONTACT WITH VLS CRANE,INCIDENT_TYPE
node:a3329acb-7199-47a5-9476-c23cb73a7ced,MINOR DAMAGE TO VLS CRANE RIGID PIPE AND THE HANDRAIL ON THE GUTTER PLATFORM,IMPACT_TYPE
node:827c9eac-66c1-4e74-a02a-fd7cd226d2df,THE TECHNICIAN DID NOT HAVE A SECOND MAN TO ACT AS A SPOTTER AND STATED IN THE PROCEDURES,FINDINGS
node:3c61d7e3-43bf-4ff6-ab8f-3ac9c13c34fa,IMMEDIATE ACTION WAS TO STOP THE JOB AND CARRY OUT A DROPS INSPECTION AND ACCESS THE DAMAGE.,ACTIONS TAKEN
node:6deb9f13-42ea-42fc-bb3e-d7e712e074cd,03:15 ON 02/09/2021,TIME
node:fc0afbdc-75ba-43a3-86a8-161f0fee35c0,"THE INCIDENT OCCURRED AT 20 DEGREES 36.9 S /116 DEGREES 44.9 E, SPEED 0; WIND WAS 18KTS /SW; SEA WAS ASSESSED AS 0.5M WAVE, CALM, VISIBILITY WAS GOOD.",ENVIRONMENTAL CONDITIONS
node:978cb052-c429-4945-9e0e-bd322994d17f,"THE TECHNICIAN WAS CONDUCTING GENERAL INSPECTION, SEA FASTENING REVIEW, IN VIEW TO PREPARE THE UPCOMING TRANSIT.",TASK / ACTIONS LEADING UP TO THE INCIDENT
node:74eb3960-ba28-4640-9625-f1f33bb2a102,"THE GUTTER WAS POSITIONED PORT SIDE CLOSE TO THE VLS CRANE, DUE TO LIFTING OPERATIONS BEING CARRIED OUT CLOSE TO THE VLS TOWER.",INCIDENT / INITIAL FINDINGS
node:e3ce8738-7331-440a-88be-72f47e8a9e73,THE TECHNICIAN DECIDED TO TRANSLATE THE GUTTER FROM AFT TO FORWARD.,INCIDENT / INITIAL FINDINGS
node:5d24a4fa-c4ea-4c09-b26f-c86955a48a5c,THE GUTTER CAME IN CONTACT WITH THE VLS CRANE CAUSING MINOR DAMAGE TO VLS CRANE RIGID PIPE AND THE HANDRAIL ON THE GUTTER PLATFORM.,INCIDENT / INITIAL FINDINGS
node:16b64e9f-9bcb-436a-abb5-2d2f4e084f49,INITIAL FINDINGS ARE THAT HE DID NOT HAVE A SECOND MAN TO ACT AS A SPOTTER AND STATED IN THE PROCEDURES.,INCIDENT / INITIAL FINDINGS
node:88f26350-29f0-4c4c-9ae6-acaef27b79d1,THE TECHNICIAN'S ACTIONS CONTRIBUTED TO THE INCIDENT.,FINDINGS
node:151dd85f-11f2-4e84-921c-63d50899ce4f,THE TECHNICIAN WAS NOT FOLLOWING PROCEDURES.,FINDINGS
node:41cb6576-92da-4f83-8be9-7bcbcfeb58c7,THE INCIDENT COULD HAVE BEEN PREVENTED IF THE TECHNICIAN HAD FOLLOWED PROCEDURES AND HAD A SECOND MAN TO ACT AS A SPOTTER.,FINDINGS
node:c6d78a51-d4a8-463f-9ffc-9ad115f33720,THE INCIDENT WAS NOT REPORTED UNTIL AFTER THE JOB WAS COMPLETED.,FINDINGS
node:bacfdb50-8531-49a9-8fda-5bdcc6906338,THE INCIDENT WAS NOT REPORTED TO THE APPROPRIATE AUTHORITIES.,FINDINGS
node:64c3e972-bf8c-46c7-aac7-c35af751b4a5,THE INCIDENT WAS NOT PROPERLY DOCUMENTED.,FINDINGS
node:5027a6f2-1b60-48a6-9ecf-e225308b9b28,THE INCIDENT WAS NOT INVESTIGATED BY THE APPROPRIATE AUTHORITIES.,FINDINGS
node:b45469c7-a648-449f-a3d2-ae39d1f8f2d2,THE INCIDENT WAS NOT ADDRESSED IN A TIMELY MANNER.,FINDINGS
node:35d162fc-2e59-497c-a2c2-786676945622,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT.,FINDINGS
node:9b32c7eb-0a89-4288-b7de-cc07c7be2f1b,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE PERSONNEL.,FINDINGS
node:1b45100c-29dc-4682-bc41-b1cfc619a2bb,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE SUPERVISOR.,FINDINGS
node:004d82fc-243d-4ad2-8258-a7239a80ad2f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MANAGER.,FINDINGS
node:a46196ad-1aad-4f66-9d55-3d85bb83dd02,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DIRECTOR.,FINDINGS
node:7fa2d6bc-64e6-4f01-97b6-4955ddb91669,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE EXECUTIVE.,FINDINGS
node:5a71bfca-3564-433c-89c0-3444342fb59b,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE BOARD.,FINDINGS
node:5327ff3c-31e2-4c26-bf84-95eba0b03479,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE COMMITTEE.,FINDINGS
node:f3f7322f-33fb-4cb6-ab4e-5a5d3f3ab65e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE AGENCY.,FINDINGS
node:f3d90820-17dc-403e-983f-dbd9a37811d5,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF LABOR.,FINDINGS
node:8d44cc46-c25c-4a78-9f58-dbb4cc25f22b,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE OSHA.,FINDINGS
node:a4777a05-9c0b-4cf8-b6f6-f606935bc3a2,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE SAFETY AGENCY.,FINDINGS
node:fff0733a-d000-47de-a120-49612cef4f30,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE REGULATORY BODY.,FINDINGS
node:54528c85-7baa-4e9e-a33d-3e85755b1b02,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE GOVERNMENT AGENCY.,FINDINGS
node:2c7f009c-64c1-4644-8dec-4a9f54da7652,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE LOCAL AUTHORITIES.,FINDINGS
node:a5d9a670-d446-46bb-9bb4-fce0d2141264,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE STATE AGENCY.,FINDINGS
node:eebe22b8-f6cd-4e5f-9636-9ba84b8205b2,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE NATIONAL AGENCY.,FINDINGS
node:33c55f52-f3f4-4048-bcf8-18f258bb7de3,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE INTERNATIONAL BODY.,FINDINGS
node:9a651a97-8eb5-49a6-93de-069ef5cecc3e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE PROFESSIONAL ORGANIZATION.,FINDINGS
node:0964cf32-265d-44bc-adfb-38c07c2daa06,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE INDUSTRY ASSOCIATION.,FINDINGS
node:e7b816e5-70a9-49a1-a43e-9c7a8e906979,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE TRADE UNION.,FINDINGS
node:7dee6656-cd39-488c-b53f-d933d9b08c49,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE EMPLOYERS' ORGANIZATION.,FINDINGS
node:6a658620-cbbd-4516-bbc0-34960e1e2a6f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE WORKERS' ORGANIZATION.,FINDINGS
node:ffbf815d-7a04-48e5-8895-8afbdebca0f3,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE HEALTH AND SAFETY AGENCY.,FINDINGS
node:f8edd4fe-63cb-4a2c-b62b-a3668ca6b355,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION.,FINDINGS
node:497dc631-4f07-4ce1-98a8-e17bdc63e9c7,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE LABOR DEPARTMENT.,FINDINGS
node:17ff708a-eb74-4f11-a3ba-17b0b7e33e57,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF LABOR.,FINDINGS
node:92a0299c-c6fc-43c6-9dbd-fffb071612f7,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF SOCIAL AFFAIRS.,FINDINGS
node:14f96075-e18e-4c54-a4fc-08411d095e11,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HEALTH AND SAFETY.,FINDINGS
node:18273870-3e9f-4622-827f-5b8f2a7e159e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF HEALTH AND HUMAN SERVICES.,FINDINGS
node:4ca9922b-f09f-4cf8-a225-b78ff64a1b4f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HEALTH.,FINDINGS
node:80cb0d4c-2d39-4913-a688-699e5e1b07d3,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF JUSTICE.,FINDINGS
node:a82dfa02-3b59-4aa2-9abc-106348877e5c,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF JUSTICE.,FINDINGS
node:d8156efd-f0fd-4959-99ac-bb0df8e9330e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF HOMELAND SECURITY.,FINDINGS
node:4b04df10-1949-4630-9412-87876f10d58a,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HOMELAND SECURITY.,FINDINGS
node:a76080d1-864f-4735-a5a3-a8deeecd6eb1,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF DEFENSE.,FINDINGS
node:eadb7b9c-67d2-4e49-bbb2-e3328684d47f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF DEFENSE.,FINDINGS
node:cba35e00-d45d-4471-9a5b-d6cfb6ce193b,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF STATE.,FINDINGS
node:f5cef2e2-d1e8-4c8c-9580-aa7e6008b3e3,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF FOREIGN AFFAIRS.,FINDINGS
node:186a02f5-6070-439d-8bfc-48b25ff04de9,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF COMMERCE.,FINDINGS
node:7c291af8-be40-4ddd-8558-14f37bbd036f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF ECONOMIC AFFAIRS.,FINDINGS
node:bc9d4842-855b-4e74-9f52-2cffa70ee244,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF TRANSPORTATION.,FINDINGS
node:cf50c03d-a6be-4acf-bcb2-30f1f3703ad2,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF TRANSPORT.,FINDINGS
node:4b912d2d-150c-41ac-947f-7454d30ecc9f,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF ENERGY.,FINDINGS
node:8f108c14-1a01-459d-b5da-959ec3fe4704,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF ENERGY.,FINDINGS
node:1ad4f7a1-5dbc-4c46-93d5-ba304a7ab8db,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF AGRICULTURE.,FINDINGS
node:ac9e3678-25cb-4779-913a-e6f3981548f5,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF AGRICULTURE.,FINDINGS
node:cf3fc34d-b079-4a5a-98cc-120e360f4015,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF INTERIOR.,FINDINGS
node:a99b7fd0-a4c4-4f0e-8f9d-989052bb1f1e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF THE INTERIOR.,FINDINGS
node:2a791347-0742-4070-8596-798399678b81,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF EDUCATION.,FINDINGS
node:edf1d84a-c74e-4ba3-b182-c85f56cd3239,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF EDUCATION.,FINDINGS
node:3bc7d4e1-109f-4220-9c11-2861cd61c29e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HEALTH AND HUMAN SERVICES.,FINDINGS
node:e53e2721-26f0-410e-97f9-105e80759274,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT.,FINDINGS
node:4a620997-d07e-42fb-b2bc-2120ad8a6e2e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HOUSING AND URBAN DEVELOPMENT.,FINDINGS
node:2dea5a9a-8483-4a85-83f4-f6115322334d,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF VETERANS AFFAIRS.,FINDINGS
node:8b651cfe-9a87-4dc7-9a6b-b2abbdb50f9d,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF VETERANS AFFAIRS.,FINDINGS
node:27a3efc8-3589-4144-a8aa-79e7270c100a,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF COMMERCE.,FINDINGS
node:b0bb9697-a74c-4e66-880b-0b2142bb3913,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF TRANSPORTATION.,FINDINGS
node:7d591d6f-d441-47fb-932f-8efecc0be53e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF STATE.,FINDINGS
node:eaf0f6ee-c8d4-4561-9a01-c3cdde766428,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF INTERIOR.,FINDINGS
node:8cb1de0a-9572-42ce-ac33-6e853e33cda7,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF THE TREASURY.,FINDINGS
node:33e466a9-0c69-4f86-a2a8-817e54cf4c19,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF THE TREASURY.,FINDINGS
node:e2359848-a682-405f-8bab-87b41b43d45e,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF ENVIRONMENTAL PROTECTION AGENCY.,FINDINGS
node:9873bad4-3edb-4d08-ac20-8020c56a363b,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF ENVIRONMENTAL PROTECTION AGENCY.,FINDINGS
node:61422e83-8193-4cb2-9124-99f0f7ef56b4,"THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF HEALTH AND HUMAN SERVICES, SCIENCE AND EDUCATION.",FINDINGS
node:cd33bfc6-fe97-4d8d-bd72-9f005e2b7425,"THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF HEALTH AND HUMAN SERVICES, SCIENCE AND EDUCATION.",FINDINGS
node:c1a43912-c2fc-48c5-8cb1-198882cf50cc,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE DEPARTMENT OF TREASURY.,FINDINGS
node:577779dd-45ad-42ec-be01-eeace9a10a11,THE INCIDENT WAS NOT ADDRESSED BY THE APPROPRIATE MINISTRY OF TREASURY.,FINDINGS
node:9681a0ba-43cf-4cdf-b956-b823ed8054cb,INCIDENT 645440 - CONCRETE MIXERS LADDER ENTANGLED WITH LOW HEIGHT CABLE,INCIDENT_TYPE
node:636fcb1f-6bf3-4070-b964-a958eb063a40,CONCRETE MIXER,EQUIPMENT
node:d8e12f3b-5e1d-4a2a-a0c5-caf5f8dfbf71,LOW HEIGHT CABLE,EQUIPMENT
node:3ec03925-e6d1-4906-8b0d-30927a615b03,INCIDENT 729769 - FIRST AID INJURY - STEPHENVILLE - 09/23/2021 - SWOLLEN RIGHT HAND,INCIDENT_TYPE
node:7c60e2f8-e70d-40c1-9110-e9d49253ad47,VANE ACTUATOR,EQUIPMENT
node:d6d58e59-fd82-4396-b428-7739485c1a93,STEVENSVILLE,LOCATION
node:23d537b3-b424-4a30-90be-d800c4c72292,ACCIDENT 502226 - PROPERTY DAMAGE AT PDVSA DOCK 10 GUIRIA VENEZUELA,INCIDENT_TYPE
node:4ddb6c76-8628-4f49-aa10-3252b7d8e3d7,INTERMARINE,EQUIPMENT
node:51dd9ba4-d673-44ea-a501-0795df6f924f,PDVSA DOCK 10 GUIRIA VENEZUELA,LOCATION
node:a49dab37-261d-4055-8bd4-43dc3c3917cd,FIRE PUMP SKID,EQUIPMENT
node:3960c107-eafc-4d02-a580-1d05acf16fb3,INCIDENT 709155 - MINOR EQUIPMENT DAMAGE,INCIDENT_TYPE
node:f33e8ae0-69be-4de7-84e2-3a2c4e9e250c,CRANE BLOCK MAKES CONTACT WITH ROV LOCKING PIN BREAKING THE HANDLE,EQUIPMENT
node:bf7a66f1-e89a-479a-8e8c-68d5d0f5101e,DALIA - ANGOLA BLOCK 17,LOCATION
node:5386cd37-ec39-44e0-9f95-2eac22552739,ACCIDENT 517901 - FI - 034693C009 YAMAL LNG - SABETTA - 30.11.2016 - MELTING OF AC SOCKET AND ELECTRIC HEATER PLUG,INCIDENT_TYPE
node:7b8fe205-0070-45df-ad08-8791343ae40b,CANTEEN #6,LOCATION
node:9d3fdcbf-7b7b-466d-b981-bc3f1587a707,WARDROBE HALL,LOCATION
node:33e429ff-7bd0-4879-bd5e-a6dd11c1b5fe,ACCIDENT 12993 - BLOCKAGE OF CLOSED DRAINAGE SYSTEM ON CLIENT'S PLATFORM (NAQ PIII) LEADING TO SPILLAGE OF CONTAMINATED WATER INTO SEA,INCIDENT_TYPE
node:920b63b9-d05c-4568-935c-cd397c609bb1,NAQ PIII PLATFORM (NO AQUA QUARTZ),LOCATION
node:94445963-9b13-4cfd-aa78-21c0765753af,NORTH IDKU 1B CAMPAIGN,PROJECT
node:5a34bd03-5095-422b-9272-03f3c372d32c,TFMC TEAM,ORGANIZATION
node:1f24b7a1-e83f-407f-8803-efcdd7392ff1,CONTAMINATED WATER,IMPACT_TYPE
node:489870b6-63dc-4ecc-9dc4-ec837e4fe2e7,NOT A VENDOR,CLIENT
node:4c91046c-5c49-4d32-99f8-df7234d4818f,TFMC361,LOCATION_CODE
node:17c8450a-f344-4e58-a7c3-08fdc05d3157,INCIDENT 643537 - QHSE INCIDENT OIL LEAK - PTA MOVEMENT,INCIDENT_TYPE
node:072dd896-8c99-443f-b53a-292cbf10d6bd,OSRL,ORGANIZATION
